id,year,gender,place,state,stateClass,indiaClass,area,areaClass
2074,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2735,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1480,1977,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3897,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1938,1988,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
542,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2737,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
4233,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
4233,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2187,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2459,1999,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
436,1965,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
675,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2389,1998,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
960,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
310,1962,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3957,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2325,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1929,1988,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
734,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
510,1966,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1310,1975,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
770,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
511,1966,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1115,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1542,1981,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
300,1962,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1210,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2252,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1119,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
657,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1707,1984,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2983,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3786,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2087,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
620,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
845,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
846,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3094,2006,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
992,1971,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
807,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2837,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1240,1974,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2294,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1324,1975,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2159,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2280,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
453,1965,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
621,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2129,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
698,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
700,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3198,2007,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2630,2001,Female,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3905,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2031,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3429,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2868,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1694,1984,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2004,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2941,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3432,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1955,1989,Female,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
420,1965,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1007,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2265,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
383,1964,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2977,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1624,1983,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1318,1975,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1060,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1402,1976,Female,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
558,1967,Female,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
493,1966,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1864,1987,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2359,1998,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2508,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3688,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
181,1959,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1562,1982,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
296,1962,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1171,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
492,1966,Female,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1557,1982,Female,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1172,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2760,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3770,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3316,2008,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3656,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
674,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
319,1962,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1010,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2270,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2032,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
4029,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3812,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1260,1974,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3886,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2036,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3778,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1521,1981,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
677,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2710,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1629,1983,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3937,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
4035,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3528,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2230,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1180,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1209,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1775,1985,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
146,1958,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2155,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
249,1961,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
1014,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
873,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2876,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
4057,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
197,1959,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3169,2007,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3920,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2547,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2713,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3779,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2157,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3327,2008,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3104,2006,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
679,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
35,1954,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
58,1955,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2278,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3590,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2715,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
218,1960,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
2958,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Medicine,medicine
3470,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Other,others
3988,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Other,others
3829,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Other,others
3722,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Other,others
2830,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Other,others
3236,2007,Male,Maharashtra,Maharashtra,maharashtra,india,Other,others
3257,2007,Female,Maharashtra,Maharashtra,maharashtra,india,Other,others
45,1954,Female,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
763,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
46,1954,Female,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
6,1954,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
183,1959,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
1996,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
523,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
2852,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
2181,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
347,1963,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
2307,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
997,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
538,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
1963,1989,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
614,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
315,1962,Female,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
2649,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
108,1957,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
2355,1998,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
998,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
49,1954,Female,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
211,1959,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
95,1956,Female,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
419,1965,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
358,1963,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
240,1960,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
3901,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
3207,2007,Female,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
4321,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
4321,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
3645,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
3867,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Public Affairs,public-affairs
550,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
3378,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2384,1998,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2430,1999,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2806,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
1915,1988,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
1005,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
1418,1976,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
3111,2006,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
1753,1985,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
3355,2008,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2636,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
3038,2006,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
1083,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
143,1958,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
1026,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
3907,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
1531,1981,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2061,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2673,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
4286,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
4286,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2530,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
626,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2793,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
568,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2732,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
11,1954,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
200,1959,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2796,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
421,1965,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
2847,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
4000,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Science and Engineering,science-engineering
